address,label_type,source,name,severity
0x4ad64983349c49defe8d7a4686202d24b25d0ce8,exchange,etherscan-labels@923aba7,KuCoin 4,
0x1692e170361cefd1eb7240ec13d048fd9af6d667,exchange,etherscan-labels@923aba7,KuCoin 5,
0xd6216fc19db775df9774a6e33526131da7d19a2c,exchange,etherscan-labels@923aba7,KuCoin 6,
0x899b5d52671830f567bf43a14684eb14e1f945fe,exchange,etherscan-labels@923aba7,KuCoin 8,
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,exchange,etherscan-labels@923aba7,KuCoin 9,
0x061f7937b7b2bc7596539959804f86538b6368dc,exchange,etherscan-labels@923aba7,KuCoin: Deposit Funder,
0xe59cd29be3be4461d79c0881d238cbe87d64595a,exchange,etherscan-labels@923aba7,Kucoin 7,
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,exchange,etherscan-labels@923aba7,OKX,
0xc5451b523d5fffe1351337a221688a62806ad91a,exchange,etherscan-labels@923aba7,OKX 10,
0x42436286a9c8d63aafc2eebbca193064d68068f2,exchange,etherscan-labels@923aba7,OKX 11,
0x69a722f0b5da3af02b4a205d6f0c285f4ed8f396,exchange,etherscan-labels@923aba7,OKX 12,
0xc708a1c712ba26dc618f972ad7a187f76c8596fd,exchange,etherscan-labels@923aba7,OKX 13,
0x6fb624b48d9299674022a23d92515e76ba880113,exchange,etherscan-labels@923aba7,OKX 14,
0xf59869753f41db720127ceb8dbb8afaf89030de4,exchange,etherscan-labels@923aba7,OKX 15,
0x65a0947ba5175359bb457d3b34491edf4cbf7997,exchange,etherscan-labels@923aba7,OKX 16,
0x4d19c0a5357bc48be0017095d3c871d9afc3f21d,exchange,etherscan-labels@923aba7,OKX 17,
0x5c52cc7c96bde8594e5b77d5b76d042cb5fae5f2,exchange,etherscan-labels@923aba7,OKX 18,
0xe9172daf64b05b26eb18f07ac8d6d723acb48f99,exchange,etherscan-labels@923aba7,OKX 19,
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,exchange,etherscan-labels@923aba7,OKX 2,
0x7eb6c83ab7d8d9b8618c0ed973cbef71d1921ef2,exchange,etherscan-labels@923aba7,OKX 20,
0xa7efae728d2936e78bda97dc267687568dd593f3,exchange,etherscan-labels@923aba7,OKX 3,
0x2c8fbb630289363ac80705a1a61273f76fd5a161,exchange,etherscan-labels@923aba7,OKX 4,
0x59fae149a8f8ec74d5bc038f8b76d25b136b9573,exchange,etherscan-labels@923aba7,OKX 5,
0x98ec059dc3adfbdd63429454aeb0c990fba4a128,exchange,etherscan-labels@923aba7,OKX 6,
0x5041ed759dd4afc3a72b8192c143f72f4724081a,exchange,etherscan-labels@923aba7,OKX 7,
0xcba38020cd7b6f51df6afaf507685add148f6ab6,exchange,etherscan-labels@923aba7,OKX 8,
0x461249076b88189f8ac9418de28b365859e46bfd,exchange,etherscan-labels@923aba7,OKX 9,
0xc5a93444cc4da6efb9e6fc6e5d3cb55a53b52396,exchange,etherscan-labels@923aba7,OKX: Deposit Funder,
0x89fd00b8d2dcee0f40d8699970115bb861241a54,exchange,etherscan-labels@923aba7,OKX: Deposit Funder 3,
0xaad8ad7dfa05bc354e011890dd61636842c2cb96,exchange,etherscan-labels@923aba7,OKX: Deposit Funder 4,
0x24c654f6b143dc5cae3c02fbb527ca63aa555dbc,exchange,etherscan-labels@923aba7,OKX: Deposit Supplier,
0x32be343b94f860124dc4fee278fdcbd38c102d88,exchange,etherscan-labels@923aba7,Poloniex,
0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,exchange,etherscan-labels@923aba7,Poloniex 2,
0xb794f5ea0ba39494ce839613fffba74279579268,exchange,etherscan-labels@923aba7,Poloniex 3,
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,exchange,etherscan-labels@923aba7,Poloniex 4,
0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b,exchange,etherscan-labels@923aba7,Poloniex: BAT,
0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec,exchange,etherscan-labels@923aba7,Poloniex: BNT,
0x31a2feb9b5d3b5f4e76c71d6c92fc46ebb3cb1c1,exchange,etherscan-labels@923aba7,Poloniex: CVC,
0x6b71834d65c5c4d8ed158d54b47e6ea4ff4e5437,exchange,etherscan-labels@923aba7,Poloniex: FOAM,
0x48d466b7c0d32b61e8a82cd2bcf060f7c3f966df,exchange,etherscan-labels@923aba7,Poloniex: GNO,
0x0536806df512d6cdde913cf95c9886f65b1d3462,exchange,etherscan-labels@923aba7,Poloniex: GNT,
0x8d451ae5ee8f557a9ce7a9d7be8a8cb40002d5cb,exchange,etherscan-labels@923aba7,Poloniex: KNC,
0xbd2ec7c608a06fe975dbdca729e84dedb34ecc21,exchange,etherscan-labels@923aba7,Poloniex: LOOM,
0xc0e30823e5e628df8bc9bf2636a347e1512f0ecb,exchange,etherscan-labels@923aba7,Poloniex: MANA,
0x65f9b2e4d7aaeb40ffea8c6f5844d5ad7da257e0,exchange,etherscan-labels@923aba7,Poloniex: NXC,
0x36b01066b7fa4a0fdb2968ea0256c848e9135674,exchange,etherscan-labels@923aba7,Poloniex: OMG,
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,exchange,etherscan-labels@923aba7,Poloniex: REP,
0x6795cf8eb25585eadc356ae32ac6641016c550f2,exchange,etherscan-labels@923aba7,Poloniex: SNT,
0xfbf2173154f7625713be22e0504404ebfe021eae,exchange,etherscan-labels@923aba7,Poloniex: STORJ,
0x6f803466bcd17f44fa18975bf7c509ba64bf3825,exchange,etherscan-labels@923aba7,Poloniex: USDC,
0xead6be34ce315940264519f250d8160f369fa5cd,exchange,etherscan-labels@923aba7,Poloniex: ZRX,
0x5754284f345afc66a98fbb0a0afe71e0f007b949,exchange,etherscan-labels@923aba7,Tether: Treasury,
0xdac17f958d2ee523a2206206994597c13d831ec7,exchange,etherscan-labels@923aba7,Tether: USDT Stablecoin,
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,exchange,etherscan-labels@923aba7,Upbit,
0xba826fec90cefdf6706858e5fbafcb27a290fbe0,exchange,etherscan-labels@923aba7,Upbit 2,
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,exchange,etherscan-labels@923aba7,Upbit 3,
0xc9cf0ec93d764f5c9571fd12f764bae7fc87c84e,exchange,etherscan-labels@923aba7,Upbit: Cold Wallet,
0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,exchange,etherscan-labels@923aba7,Wintermute: Binance Deposit,
0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,mixer,etherscan-labels@923aba7,Tornado.Cash: 0.1 ETH,
0x178169b423a011fff22b9e3f3abea13414ddd0f1,mixer,etherscan-labels@923aba7,Tornado.Cash: 0.1 WBTC,
0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,mixer,etherscan-labels@923aba7,Tornado.Cash: 1 ETH,
0x610b717796ad172b316836ac95a2ffad065ceab4,mixer,etherscan-labels@923aba7,Tornado.Cash: 1 WBTC,
0x4736dcf1b7a3d580672cce6e7c65cd5cc9cfba9d,mixer,etherscan-labels@923aba7,"Tornado.Cash: 1,00 USDC",
0xfd8610d20aa15b7b2e3be39b396a1bc3516c7144,mixer,etherscan-labels@923aba7,"Tornado.Cash: 1,000 DAI",
0xd96f2b1c14db8458374d9aca76e26c3d18364307,mixer,etherscan-labels@923aba7,"Tornado.Cash: 1,000 USDC",
0x0836222f2b2b24a3f36f98668ed8f0b38d1a872f,mixer,etherscan-labels@923aba7,"Tornado.Cash: 1,000 USDT",
0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,mixer,etherscan-labels@923aba7,Tornado.Cash: 10 ETH,
0xbb93e510bbcd0b7beb5a853875f9ec60275cf498,mixer,etherscan-labels@923aba7,Tornado.Cash: 10 WBTC,
0xf60dd140cff0706bae9cd734ac3ae76ad9ebc32a,mixer,etherscan-labels@923aba7,"Tornado.Cash: 10,000 DAI",
0x07687e702b410fa43f4cb4af7fa097918ffd2730,mixer,etherscan-labels@923aba7,"Tornado.Cash: 10,000 DAI 2",
0xd691f27f38b395864ea86cfc7253969b409c362d,mixer,etherscan-labels@923aba7,"Tornado.Cash: 10,000 USDC",
0xf67721a2d8f736e75a49fdd7fad2e31d8676542a,mixer,etherscan-labels@923aba7,"Tornado.Cash: 10,000 USDT",
0xd4b88df4d29f5cedd6857912842cff3b20c8cfa3,mixer,etherscan-labels@923aba7,Tornado.Cash: 100 DAI,
0xa160cdab225685da1d56aa342ad8841c3b53f291,mixer,etherscan-labels@923aba7,Tornado.Cash: 100 ETH,
0x169ad27a470d064dede56a2d3ff727986b15d52b,mixer,etherscan-labels@923aba7,Tornado.Cash: 100 USDT,
0x23773e65ed146a459791799d01336db287f25334,mixer,etherscan-labels@923aba7,"Tornado.Cash: 100,000 DAI",
0x9ad122c22b14202b4490edaf288fdb3c7cb3ff5e,mixer,etherscan-labels@923aba7,"Tornado.Cash: 100,000 USDT",
0x22aaa7720ddd5388a3c0a3333430953c68f1849b,mixer,etherscan-labels@923aba7,"Tornado.Cash: 5,000 cDAI",
0xaeaac358560e11f52454d997aaff2c5731b6f8a6,mixer,etherscan-labels@923aba7,"Tornado.Cash: 5,000 cUSDC",
0xd21be7248e0197ee08e0c20d4a96debdac3d20af,mixer,etherscan-labels@923aba7,"Tornado.Cash: 5,000,000 cDAI",
0xba214c1c1928a32bffe790263e38b4af9bfcd659,mixer,etherscan-labels@923aba7,"Tornado.Cash: 50,000 cDAI",
0x1356c899d8c9467c7f71c195612f8a395abf2f0a,mixer,etherscan-labels@923aba7,"Tornado.Cash: 50,000 cUSDC",
0xb1c8094b234dce6e03f10a5b673c1d8c69739a00,mixer,etherscan-labels@923aba7,"Tornado.Cash: 500,000 cDAI",
0x2717c5e28cf931547b621a5dddb772ab6a35b701,mixer,etherscan-labels@923aba7,"Tornado.Cash: 500,000 cDAI 2",
0xa60c772958a3ed56c1f15dd055ba37ac8e523a0d,mixer,etherscan-labels@923aba7,"Tornado.Cash: 500,000 cUSDC",
0x94a1b5cdb22c43faab4abeb5c74999895464ddaf,mixer,etherscan-labels@923aba7,Tornado.Cash: Mixer 1,
0xb541fc07bc7619fd4062a54d96268525cbc6ffef,mixer,etherscan-labels@923aba7,Tornado.Cash: Mixer 2,
0x905b63fff465b9ffbf41dea908ceb12478ec7601,mixer,etherscan-labels@923aba7,Tornado.Cash: Old Proxy,
0x722122df12d4e14e13ac3b6895a86e84145b6967,mixer,etherscan-labels@923aba7,Tornado.Cash: Proxy,
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,mixer,etherscan-labels@923aba7,Tornado.Cash: Router,
